GeographyCode,DC1117EW0251,DC1117EW0252,DC1117EW0253,DC1117EW0254,DC1117EW0255,DC1117EW0256,DC1117EW0257,DC1117EW0258,DC1117EW0259,DC1117EW0260,DC1117EW0261
E02006231,17,16,26,12,14,36,14,22,172,46,126
E02006232,12,22,31,15,16,28,10,18,158,58,100
E02006233,29,56,68,22,46,70,33,37,450,106,344
E02006234,10,27,28,13,15,24,13,11,170,65,105
E02006235,21,29,60,30,30,52,33,19,246,84,162
E02006236,24,28,57,31,26,45,20,25,249,92,157
E02006237,19,29,53,18,35,42,18,24,255,85,170
E02006238,26,35,47,24,23,52,17,35,289,101,188
E02006239,9,14,27,15,12,16,2,14,116,43,73
E02006240,9,15,25,10,15,25,10,15,106,42,64
E02006241,18,17,37,17,20,46,13,33,216,61,155
E02006242,10,21,33,16,17,24,9,15,90,35,55
E02006243,14,26,24,9,15,41,12,29,204,80,124
E02006245,25,29,54,26,28,46,17,29,207,83,124
E02006246,23,31,49,22,27,30,13,17,245,86,159
E02006247,11,20,34,12,22,24,9,15,153,50,103
E02006248,21,17,41,14,27,36,13,23,229,66,163
E02006249,25,31,48,16,32,43,19,24,399,121,278
E02006250,9,12,26,13,13,24,10,14,119,34,85
E02006251,8,14,17,8,9,17,6,11,122,29,93
E02006252,15,34,37,15,22,38,8,30,256,64,192
E02006253,32,54,55,22,33,60,26,34,291,119,172
E02006254,16,33,44,21,23,32,12,20,143,57,86
E02006255,10,9,31,11,20,17,4,13,102,29,73
E02006256,10,24,27,14,13,35,13,22,246,69,177
E02006257,42,45,53,27,26,41,18,23,157,62,95
E02006258,20,16,23,6,17,31,16,15,143,47,96
E02006259,10,13,29,9,20,27,10,17,145,42,103
E02006260,29,16,33,17,16,31,11,20,161,46,115
E02006261,24,23,42,20,22,27,8,19,216,84,132
E02006262,17,29,38,20,18,38,11,27,211,71,140
E02006263,16,22,33,15,18,36,17,19,176,73,103
E02006264,20,27,37,18,19,39,18,21,189,80,109
E02006265,15,13,49,21,28,27,11,16,179,61,118
E02006266,29,31,58,28,30,50,21,29,232,87,145
E02006267,12,27,41,19,22,29,11,18,176,67,109
E02006268,26,31,50,19,31,49,19,30,288,99,189
E02006269,23,17,38,17,21,42,14,28,248,77,171
E02006270,15,15,24,13,11,39,13,26,165,69,96
E02006271,15,24,34,17,17,34,15,19,226,80,146
E02006272,13,20,46,24,22,36,12,24,248,84,164
E02006273,10,19,39,15,24,32,14,18,183,67,116
E02006274,15,10,36,8,28,26,12,14,190,75,115
E02006275,16,29,30,8,22,41,18,23,172,52,120
E02006276,18,31,52,29,23,41,18,23,255,102,153
E02006277,7,8,13,10,3,9,4,5,49,21,28
E02006278,17,33,38,19,19,52,17,35,321,102,219
E02006279,24,40,51,17,34,60,25,35,269,95,174
E02006280,31,41,45,23,22,48,20,28,282,95,187
E02006281,38,41,68,26,42,63,22,41,419,106,313
E02006282,14,36,42,23,19,37,17,20,230,92,138
E02006283,17,15,33,14,19,25,11,14,162,46,116
E02006284,17,19,29,15,14,23,11,12,143,57,86
E02006285,8,11,23,11,12,17,7,10,68,30,38
E02006286,14,31,28,12,16,38,19,19,173,54,119
E02006287,25,39,31,13,18,43,26,17,217,87,130
E02006288,18,35,43,16,27,60,28,32,291,110,181
E02006289,24,32,51,23,28,42,22,20,282,102,180
E02006290,32,41,74,32,42,65,26,39,405,118,287
E02006291,27,22,44,18,26,50,16,34,248,78,170
E02006292,14,19,38,24,14,35,18,17,151,65,86
E02006293,19,23,36,17,19,42,22,20,206,80,126
E02006294,27,60,79,33,46,83,36,47,497,143,354
E02006295,35,40,63,25,38,68,30,38,313,124,189
E02006296,33,33,50,21,29,40,13,27,250,92,158
E02006297,30,25,35,16,19,33,13,20,145,69,76
E02006298,18,27,39,15,24,30,7,23,183,65,118
E02006299,36,42,92,35,57,81,39,42,459,162,297
E02006300,17,19,35,14,21,37,17,20,221,72,149
E02006301,16,32,36,11,25,45,16,29,364,90,274
E02006302,20,24,55,34,21,42,18,24,238,80,158
E02006303,18,23,48,17,31,25,13,12,189,70,119
E02006304,35,50,66,26,40,43,20,23,271,98,173
E02006305,10,19,25,7,18,26,6,20,136,54,82
E02006306,18,29,66,28,38,48,18,30,245,98,147
E02006307,22,28,53,15,38,60,29,31,313,108,205
E02006308,12,38,33,9,24,22,11,11,292,74,218
E02006309,24,38,51,23,28,48,21,27,306,107,199
E02006310,12,18,38,17,21,15,5,10,141,48,93
E02006311,33,45,72,30,42,52,25,27,431,134,297
E02006312,17,33,44,23,21,48,25,23,221,96,125
E02006313,40,38,72,28,44,70,34,36,328,117,211
E02006314,26,29,39,14,25,54,19,35,283,94,189
E02006315,23,34,69,26,43,62,26,36,301,84,217
E02006316,40,45,65,29,36,67,31,36,364,138,226
E02006317,21,16,23,11,12,36,13,23,117,47,70
E02006318,13,17,28,18,10,23,7,16,176,57,119
E02006319,19,14,23,10,13,28,13,15,142,45,97
E02006320,5,10,14,5,9,16,7,9,64,20,44
E02006321,8,19,30,16,14,30,10,20,220,57,163
E02006322,19,13,20,10,10,18,10,8,126,45,81
E02006323,12,22,36,16,20,33,14,19,169,66,103
E02006324,10,12,31,16,15,22,12,10,183,57,126
E02006325,18,28,32,12,20,34,16,18,258,80,178
E02006326,21,22,30,14,16,30,6,24,197,54,143
E02006327,17,25,33,17,16,30,12,18,173,60,113
E02006328,14,35,40,16,24,47,18,29,285,87,198
E02006329,12,20,37,17,20,32,15,17,184,67,117
E02006330,31,24,57,16,41,62,32,30,383,112,271
E02006331,18,29,39,18,21,43,12,31,207,93,114
E02006332,14,26,29,9,20,21,6,15,210,68,142
E02006333,21,28,51,24,27,45,21,24,269,92,177
E02006334,15,27,44,21,23,42,18,24,299,105,194
E02006335,20,24,33,17,16,33,13,20,209,68,141
E02006336,10,9,34,16,18,27,16,11,105,37,68
E02006337,19,25,39,16,23,26,11,15,202,92,110
E02006338,22,21,32,15,17,30,13,17,151,51,100
E02006339,6,9,24,11,13,25,12,13,93,37,56
E02006341,17,20,44,18,26,38,11,27,234,83,151
E02006342,26,27,38,8,30,41,14,27,367,107,260
E02006343,17,22,37,17,20,30,11,19,232,88,144
E02006344,24,21,39,18,21,31,13,18,216,76,140
E02006345,18,17,21,8,13,23,10,13,106,40,66
E02006346,29,30,49,20,29,66,24,42,346,113,233
E02006347,15,19,31,13,18,27,10,17,147,54,93
E02006348,26,21,39,14,25,40,16,24,174,61,113
E02006349,10,10,11,4,7,22,7,15,177,55,122
E02006350,10,15,22,7,15,18,5,13,100,26,74
E02006351,13,24,38,16,22,40,16,24,174,67,107
E02006352,9,4,24,10,14,13,5,8,79,26,53
E02006353,13,22,28,9,19,31,13,18,124,41,83
E02006354,19,35,44,18,26,32,18,14,293,94,199
E02006355,16,12,30,9,21,20,8,12,108,40,68
E02006356,12,24,27,5,22,27,10,17,200,58,142
E02006357,14,18,24,13,11,18,7,11,93,34,59
E02006358,7,18,27,13,14,28,10,18,151,39,112
E02006359,9,23,31,9,22,32,18,14,182,78,104
E02006360,19,41,41,13,28,53,24,29,410,107,303
E02006361,9,9,32,15,17,29,16,13,126,56,70
E02006362,24,29,40,14,26,43,16,27,232,98,134
E02006363,18,20,43,18,25,41,15,26,247,87,160
E02006364,13,16,24,11,13,21,7,14,130,44,86
E02006365,11,27,49,20,29,40,18,22,260,86,174
E02006366,17,21,54,23,31,41,15,26,205,80,125
E02006367,17,28,35,15,20,42,22,20,230,63,167
E02006368,27,20,45,22,23,39,20,19,215,74,141
E02006369,30,27,49,18,31,42,20,22,210,78,132
E02006370,16,23,26,8,18,32,11,21,205,66,139
E02006371,20,24,52,23,29,30,11,19,335,90,245
E02006372,10,16,28,11,17,27,14,13,132,33,99
E02006373,14,19,32,16,16,44,20,24,149,59,90
E02006374,13,14,20,10,10,25,7,18,135,50,85
E02006375,13,27,29,11,18,22,10,12,133,45,88
E02006376,22,43,65,25,40,79,24,55,542,142,400
E02006377,15,17,46,25,21,43,14,29,177,63,114
E02006378,18,18,34,15,19,27,14,13,174,73,101
E02006379,8,11,27,8,19,33,10,23,149,39,110
E02006380,17,20,35,12,23,33,16,17,293,98,195
E02006381,19,20,36,17,19,37,8,29,223,72,151
E02006382,12,21,28,15,13,21,4,17,230,62,168
E02006383,17,31,62,23,39,44,16,28,401,124,277
E02006384,24,34,37,15,22,33,12,21,225,75,150
E02006385,11,14,22,8,14,24,12,12,146,42,104
E02006386,15,24,27,12,15,43,17,26,222,67,155
E02006387,14,24,32,14,18,31,8,23,147,48,99
E02006388,9,12,24,8,16,25,11,14,167,61,106
E02006389,18,12,34,18,16,32,10,22,138,45,93
E02006390,19,17,29,16,13,16,10,6,147,52,95
E02006391,8,12,12,4,8,18,8,10,70,31,39
E02006392,18,34,45,16,29,49,18,31,267,72,195
E02006393,13,17,31,12,19,29,5,24,162,42,120
E02006394,11,19,45,18,27,24,10,14,217,68,149
E02006395,20,27,36,16,20,32,12,20,193,68,125
E02006396,15,12,30,14,16,18,8,10,186,55,131
E02006397,15,19,21,4,17,29,8,21,213,66,147
E02006398,12,20,27,7,20,24,11,13,190,60,130
E02006399,25,34,60,22,38,35,20,15,271,85,186
E02006400,19,17,28,15,13,20,9,11,126,46,80
E02006401,17,42,44,15,29,39,11,28,244,73,171
E02006402,23,26,59,29,30,39,17,22,255,101,154
E02006403,4,15,23,8,15,20,9,11,80,27,53
E02006404,9,26,16,5,11,26,11,15,121,36,85
E02006405,20,37,47,20,27,37,17,20,231,82,149
E02006406,5,13,32,6,26,15,6,9,158,59,99
E02006407,23,35,54,21,33,43,22,21,218,65,153
E02006408,11,34,33,18,15,39,24,15,145,54,91
E02006409,20,22,32,11,21,26,12,14,195,71,124
E02006410,17,17,27,7,20,27,10,17,183,51,132
E02006411,13,31,42,17,25,34,14,20,208,81,127
E02006412,11,24,33,14,19,40,16,24,190,66,124
E02006413,17,12,30,17,13,24,14,10,177,48,129
E02006414,9,21,53,27,26,32,12,20,176,63,113
E02006415,19,22,36,14,22,40,14,26,250,89,161
E02006416,19,18,38,14,24,25,12,13,207,76,131
E02006417,12,21,21,7,14,19,5,14,156,51,105
E02006418,14,19,33,15,18,31,13,18,122,44,78
E02006419,15,25,34,18,16,23,10,13,118,36,82
E02006420,22,33,31,14,17,37,18,19,217,62,155
E02006421,17,14,22,8,14,21,9,12,115,43,72
E02006422,6,10,20,9,11,6,4,2,58,12,46
E02006423,20,36,55,19,36,53,19,34,322,86,236
E02006424,13,14,32,11,21,11,8,3,103,38,65
E02006425,10,20,35,20,15,18,9,9,123,41,82
E02006426,13,12,14,2,12,22,7,15,83,22,61
E02006427,11,18,24,8,16,26,13,13,204,69,135
E02006429,11,16,40,18,22,24,14,10,168,72,96
E02006430,13,27,36,13,23,27,4,23,198,50,148
E02006431,19,29,60,18,42,43,16,27,266,91,175
E02006432,19,21,26,10,16,41,18,23,218,61,157
E02006433,23,30,75,26,49,68,31,37,347,115,232
E02006434,12,18,27,11,16,43,20,23,148,51,97
E02006435,8,12,27,11,16,25,9,16,107,41,66
E02006436,21,26,38,20,18,38,17,21,162,51,111
E02006437,26,23,54,23,31,40,12,28,235,77,158
E02006438,22,23,38,21,17,28,12,16,178,68,110
E02006439,12,19,23,12,11,26,13,13,136,42,94
E02006440,18,14,21,5,16,20,9,11,99,41,58
E02006441,20,36,35,11,24,53,20,33,349,76,273
E02006442,16,25,34,19,15,24,8,16,179,57,122
E02006443,20,28,28,9,19,48,9,39,240,75,165
E02006444,12,20,36,13,23,26,11,15,222,78,144
E02006445,14,11,22,8,14,28,17,11,172,50,122
E02006446,16,23,32,11,21,36,16,20,218,74,144
E02006447,11,20,30,14,16,32,10,22,140,52,88
E02006448,14,15,42,18,24,28,12,16,142,45,97
E02006449,16,30,42,17,25,32,11,21,231,82,149
E02006450,14,16,32,17,15,29,12,17,183,53,130
E02006451,30,36,49,24,25,61,21,40,328,109,219
E02006453,20,41,58,25,33,45,21,24,344,133,211
E02006454,16,28,41,17,24,37,11,26,304,112,192
E02006455,4,18,42,10,32,33,11,22,264,70,194
E02006456,17,19,25,9,16,40,14,26,190,62,128
E02006457,21,31,48,22,26,49,25,24,288,92,196
E02006458,29,24,47,18,29,36,12,24,316,113,203
E02006459,11,24,28,9,19,32,11,21,149,54,95
E02006460,9,26,18,4,14,31,10,21,144,41,103
E02006461,10,23,18,10,8,32,14,18,240,86,154
E02006462,9,16,20,5,15,24,11,13,104,36,68
E02006463,18,34,36,12,24,41,12,29,256,64,192
E02006464,18,10,34,15,19,18,9,9,130,39,91
E02006465,3,21,38,17,21,31,11,20,178,46,132
E02006466,20,21,32,11,21,36,9,27,203,79,124
E02006467,14,22,18,12,6,27,16,11,128,52,76
E02006468,11,18,42,17,25,44,20,24,198,64,134
E02006469,19,25,43,14,29,44,16,28,171,57,114
E02006470,17,31,50,20,30,44,11,33,236,86,150
E02006471,17,21,28,12,16,26,13,13,111,44,67
E02006472,7,18,34,12,22,36,12,24,198,52,146
E02006473,15,34,51,24,27,50,24,26,291,89,202
E02006474,15,8,19,10,9,27,11,16,120,48,72
E02006475,20,33,38,15,23,41,18,23,199,60,139
E02006476,10,18,28,12,16,24,11,13,120,40,80
E02006477,19,29,26,11,15,26,8,18,152,48,104
E02006478,7,3,10,0,10,9,5,4,41,14,27
E02006479,11,25,30,13,17,25,7,18,151,51,100
E02006480,12,12,19,7,12,22,9,13,98,22,76
E02006481,11,12,17,8,9,14,5,9,93,29,64
E02006482,7,21,17,9,8,21,6,15,113,33,80
E02006483,9,24,32,13,19,31,9,22,185,41,144
E02006484,18,18,37,13,24,33,12,21,165,44,121
E02006485,21,16,30,10,20,24,10,14,119,44,75
E02006486,13,19,16,8,8,15,9,6,109,28,81
E02006487,11,22,39,17,22,45,16,29,212,56,156
E02006488,19,26,38,20,18,49,24,25,159,55,104
E02006489,6,11,20,8,12,13,4,9,91,33,58
E02006490,14,17,31,15,16,36,14,22,168,55,113
E02006492,21,27,36,20,16,55,24,31,295,102,193
E02006493,3,11,13,10,3,18,9,9,60,22,38
E02006494,11,21,32,13,19,32,12,20,161,51,110
E02006495,24,21,24,13,11,39,18,21,174,68,106
E02006496,5,9,15,7,8,12,7,5,105,32,73
E02006497,14,11,26,12,14,11,7,4,97,27,70
E02006498,10,12,35,12,23,31,13,18,113,44,69
E02006499,10,16,29,10,19,29,12,17,152,55,97
E02006500,14,20,34,16,18,35,12,23,227,64,163
E02006501,25,29,52,30,22,61,27,34,252,80,172
E02006502,39,38,80,33,47,82,36,46,464,140,324
E02006503,27,30,63,32,31,53,17,36,274,99,175
E02006504,15,14,31,15,16,30,13,17,150,46,104
E02006505,22,43,39,15,24,46,23,23,264,85,179
E02006506,10,18,34,10,24,35,18,17,191,59,132
E02006507,22,27,40,24,16,40,14,26,201,61,140
E02006508,23,23,37,14,23,48,18,30,213,70,143
E02006509,22,28,32,10,22,29,10,19,213,60,153
E02006510,23,20,25,15,10,22,10,12,162,58,104
E02006511,34,23,56,20,36,54,29,25,240,85,155
E02006512,23,33,58,22,36,64,26,38,301,81,220
E02006513,14,28,52,20,32,47,18,29,274,75,199
E02006514,28,54,62,20,42,65,20,45,429,125,304
E02006515,15,36,43,22,21,49,23,26,250,66,184
E02006516,16,29,39,16,23,45,15,30,231,88,143
E02006517,16,22,41,14,27,29,12,17,183,65,118
E02006518,28,53,73,35,38,54,28,26,320,109,211
E02006519,26,36,46,17,29,47,14,33,302,100,202
E02006520,12,18,28,15,13,44,12,32,223,67,156
E02006521,31,43,61,25,36,57,25,32,314,116,198
E02006522,13,12,30,13,17,16,6,10,104,53,51
E02006523,22,33,62,27,35,54,27,27,267,92,175
E02006524,19,15,30,13,17,22,9,13,149,45,104
E02006525,40,48,63,25,38,78,24,54,476,143,333
E02006526,16,38,43,16,27,37,15,22,202,81,121
E02006527,23,28,47,17,30,41,15,26,306,90,216
E02006528,11,15,32,14,18,46,16,30,184,51,133
E02006529,14,41,29,14,15,37,13,24,216,56,160
E02006530,22,26,49,17,32,34,13,21,225,69,156
E02006531,11,15,36,10,26,15,3,12,114,41,73
E02006532,15,15,16,6,10,26,12,14,145,53,92
E02006533,22,21,38,13,25,34,14,20,216,76,140
E02006534,20,30,52,17,35,43,15,28,290,122,168
E02006535,25,29,36,19,17,49,24,25,213,83,130
E02006536,17,25,31,11,20,32,17,15,166,60,106
E02006537,21,45,68,30,38,50,15,35,300,91,209
E02006538,16,32,59,22,37,41,13,28,292,92,200
E02006539,18,26,31,10,21,44,25,19,197,76,121
E02006540,23,29,39,14,25,30,12,18,185,75,110
E02006541,29,39,78,40,38,59,21,38,392,108,284
E02006542,19,21,48,16,32,30,18,12,200,62,138
E02006543,18,27,32,12,20,31,14,17,187,63,124
E02006544,18,28,58,19,39,68,28,40,408,140,268
E02006545,14,17,38,10,28,19,8,11,137,58,79
E02006546,35,47,82,31,51,75,28,47,443,150,293
E02006547,14,14,34,21,13,23,8,15,108,43,65
E02006548,24,31,58,23,35,43,20,23,332,105,227
E02006549,28,52,74,26,48,69,34,35,406,140,266
E02006550,41,43,62,22,40,67,34,33,384,116,268
E02006551,48,75,112,56,56,115,53,62,762,254,508
E02006552,18,27,32,11,21,38,12,26,305,80,225
E02006553,18,31,28,10,18,31,14,17,203,74,129
E02006554,41,35,57,24,33,46,12,34,314,111,203
E02006555,21,40,38,15,23,29,9,20,202,51,151
E02006556,39,49,61,26,35,56,31,25,413,130,283
E02006557,16,15,22,11,11,23,7,16,159,38,121
E02006558,22,50,73,26,47,74,22,52,640,177,463
E02006559,49,52,108,46,62,99,38,61,524,188,336
E02006560,38,59,79,35,44,72,31,41,371,149,222
E02006561,17,19,30,17,13,39,19,20,157,60,97
E02006562,11,17,32,13,19,27,13,14,118,39,79
E02006563,18,29,40,15,25,30,17,13,186,72,114
E02006564,28,38,65,23,42,64,21,43,324,98,226
E02006565,27,36,68,29,39,55,23,32,312,95,217
E02006566,30,26,59,23,36,58,28,30,310,112,198
E02006567,14,26,48,23,25,41,17,24,206,67,139
E02006568,22,53,73,33,40,64,25,39,288,80,208
E02006569,22,42,52,16,36,48,18,30,361,124,237
E02006570,24,45,66,25,41,49,13,36,385,120,265
E02006571,31,35,48,16,32,56,26,30,326,107,219
E02006572,14,23,33,17,16,41,18,23,188,54,134
E02006573,51,75,106,53,53,102,39,63,585,203,382
E02006574,32,54,90,35,55,96,33,63,546,187,359
E02006575,17,15,32,14,18,41,19,22,161,61,100
E02006576,14,13,23,7,16,31,16,15,113,39,74
E02006577,21,47,56,17,39,57,23,34,337,120,217
E02006578,19,25,61,30,31,63,22,41,240,90,150
E02006579,25,27,46,22,24,41,14,27,200,76,124
E02006580,17,28,45,17,28,39,14,25,165,56,109
E02006581,18,35,48,20,28,43,12,31,293,87,206
E02006582,7,5,9,3,6,10,2,8,43,16,27
E02006583,20,40,49,16,33,43,17,26,219,74,145
E02006584,5,9,11,4,7,4,1,3,45,13,32
E02006585,14,30,42,17,25,33,10,23,160,52,108
E02006586,2,3,8,5,3,4,1,3,22,12,10
E02006587,4,8,12,3,9,8,4,4,49,14,35
E02006588,4,14,21,5,16,19,6,13,132,41,91
E02006589,11,27,39,13,26,40,17,23,180,73,107
E02006590,17,30,42,13,29,36,21,15,225,71,154
E02006591,21,24,46,18,28,37,10,27,230,67,163
E02006592,14,24,34,13,21,30,13,17,170,48,122
E02006593,28,52,76,25,51,64,29,35,490,125,365
E02006594,14,28,36,15,21,28,10,18,148,50,98
E02006595,18,25,46,26,20,39,17,22,186,73,113
E02006596,9,13,43,22,21,31,15,16,82,30,52
E02006597,26,22,33,11,22,31,12,19,254,78,176
E02006598,12,16,25,13,12,23,12,11,106,44,62
E02006599,27,25,53,26,27,42,9,33,255,103,152
E02006600,20,52,78,28,50,57,19,38,399,127,272
E02006601,37,31,55,22,33,48,20,28,361,103,258
E02006602,23,23,32,17,15,26,10,16,172,68,104
E02006603,30,34,47,19,28,46,19,27,333,107,226
E02006604,27,48,75,24,51,56,17,39,501,125,376
E02006605,14,20,26,8,18,23,11,12,130,44,86
E02006606,15,20,22,5,17,20,9,11,134,52,82
E02006607,22,20,42,19,23,35,13,22,195,71,124
E02006608,10,21,24,9,15,15,7,8,120,40,80
E02006609,23,24,25,14,11,42,20,22,166,44,122
E02006610,19,24,39,11,28,27,12,15,240,89,151
E02006611,35,53,51,17,34,58,20,38,383,116,267
E02006612,14,42,54,16,38,60,17,43,404,98,306
E02006613,14,19,32,12,20,29,9,20,154,51,103
E02006614,21,41,50,21,29,40,16,24,210,76,134
E02006615,5,15,28,10,18,20,8,12,106,31,75
E02006616,16,24,27,10,17,47,18,29,140,41,99
E02006617,19,42,37,18,19,42,16,26,232,69,163
E02006618,20,25,39,17,22,24,9,15,218,71,147
E02006619,17,20,30,11,19,30,14,16,157,57,100
E02006620,25,49,90,35,55,84,29,55,408,130,278
E02006621,25,38,61,22,39,68,40,28,360,124,236
E02006622,23,30,51,22,29,46,15,31,266,98,168
E02006623,21,28,41,12,29,39,17,22,216,76,140
E02006624,19,30,31,10,21,30,13,17,183,73,110
E02006625,10,22,25,9,16,25,11,14,135,46,89
E02006626,14,17,19,8,11,23,9,14,126,49,77
E02006627,23,37,46,20,26,58,26,32,290,98,192
E02006628,11,24,26,9,17,34,10,24,217,54,163
E02006629,13,24,33,17,16,30,7,23,244,62,182
E02006630,30,66,67,28,39,76,26,50,688,148,540
E02006631,13,31,64,27,37,67,30,37,447,128,319
E02006632,23,43,59,21,38,66,22,44,407,118,289
E02006633,35,65,82,36,46,95,36,59,499,169,330
E02006634,17,22,36,14,22,40,16,24,237,78,159
E02006635,22,25,52,10,42,47,19,28,313,97,216
E02006636,20,20,40,17,23,30,13,17,181,48,133
E02006637,14,29,42,18,24,46,18,28,228,75,153
E02006638,10,28,46,22,24,57,20,37,233,72,161
E02006639,20,28,32,17,15,34,17,17,160,52,108
E02006640,12,15,22,7,15,31,10,21,131,50,81
E02006641,18,21,34,13,21,35,12,23,209,58,151
E02006642,14,19,24,9,15,22,11,11,104,41,63
E02006643,7,21,27,8,19,14,2,12,131,53,78
E02006644,13,26,33,16,17,26,11,15,132,51,81
E02006645,22,19,20,9,11,22,12,10,152,54,98
E02006646,12,12,25,8,17,30,12,18,212,69,143
E02006647,12,11,32,16,16,29,12,17,112,48,64
E02006648,19,26,29,16,13,37,12,25,153,51,102
E02006649,22,23,42,15,27,33,8,25,199,57,142
E02006650,14,37,33,12,21,35,14,21,165,68,97
E02006651,19,27,21,8,13,30,14,16,139,61,78
E02006652,22,19,34,12,22,33,13,20,196,56,140
E02006653,15,26,35,16,19,33,10,23,163,56,107
E02006654,31,40,52,15,37,70,29,41,327,86,241
E02006655,15,24,21,12,9,29,10,19,195,62,133
E02006656,4,10,11,1,10,17,9,8,70,28,42
E02006657,16,23,35,9,26,30,12,18,154,56,98
E02006658,9,27,30,11,19,37,14,23,170,52,118
E02006659,11,19,30,16,14,32,14,18,168,59,109
E02006660,18,30,57,15,42,70,24,46,363,108,255
E02006661,11,12,18,10,8,23,8,15,67,22,45
E02006662,14,13,34,17,17,24,12,12,107,39,68
E02006663,12,19,57,22,35,39,12,27,236,66,170
E02006664,16,17,41,23,18,47,25,22,170,71,99
E02006665,26,30,44,14,30,48,21,27,297,99,198
E02006666,12,12,41,14,27,31,12,19,168,62,106
E02006667,12,16,29,9,20,23,11,12,82,39,43
E02006668,21,23,34,16,18,43,24,19,282,78,204
E02006669,38,34,66,26,40,49,23,26,313,109,204
E02006670,10,19,25,11,14,29,8,21,198,57,141
E02006671,10,23,40,8,32,38,14,24,246,60,186
E02006672,20,26,47,20,27,37,13,24,204,74,130
E02006673,17,26,51,16,35,47,15,32,282,75,207
E02006674,22,21,34,14,20,35,13,22,175,49,126
E02006675,23,26,42,21,21,41,17,24,202,76,126
E02006676,20,26,37,19,18,39,20,19,201,77,124
E02006677,32,36,54,22,32,48,20,28,283,85,198
E02006678,11,14,30,15,15,25,12,13,115,44,71
E02006679,20,21,45,25,20,39,20,19,217,74,143
E02006680,23,37,44,9,35,39,15,24,276,78,198
E02006681,25,26,56,20,36,37,16,21,248,79,169
E02006682,28,42,60,25,35,68,21,47,370,111,259
E02006683,10,9,35,16,19,35,13,22,146,55,91
E02006684,11,23,26,12,14,28,14,14,114,39,75
E02006685,9,28,41,13,28,33,16,17,254,73,181
E02006686,12,16,34,14,20,24,8,16,161,48,113
E02006687,7,11,13,5,8,14,7,7,80,28,52
E02006688,12,12,22,8,14,23,9,14,100,30,70
E02006689,18,13,29,16,13,22,9,13,123,49,74
E02006690,19,25,24,10,14,26,13,13,190,68,122
E02006691,26,33,55,22,33,51,20,31,310,80,230
E02006692,11,13,38,16,22,32,10,22,207,60,147
E02006693,16,15,20,7,13,20,7,13,123,53,70
E02006694,11,31,37,19,18,38,14,24,243,77,166
E02006695,15,24,43,22,21,31,14,17,175,69,106
E02006696,15,22,45,18,27,37,19,18,253,71,182
E02006697,20,26,43,19,24,36,17,19,281,81,200
E02006698,32,31,36,21,15,38,20,18,138,50,88
E02006699,20,29,26,10,16,42,12,30,151,50,101
E02006700,24,22,46,15,31,40,14,26,243,69,174
E02006701,13,23,35,13,22,42,20,22,227,79,148
E02006702,16,25,23,9,14,23,11,12,110,36,74
E02006703,15,21,35,15,20,32,15,17,167,55,112
E02006704,11,22,37,17,20,30,15,15,228,74,154
E02006705,10,19,35,11,24,35,13,22,193,62,131
E02006706,21,29,53,18,35,52,15,37,334,92,242
E02006707,18,20,37,18,19,24,7,17,144,48,96
E02006708,12,24,30,11,19,36,9,27,145,56,89
E02006709,12,11,42,19,23,27,9,18,151,50,101
E02006710,20,32,47,23,24,37,9,28,271,104,167
E02006711,22,25,35,16,19,24,7,17,223,76,147
E02006712,21,33,38,21,17,37,17,20,198,72,126
E02006713,23,40,52,20,32,46,19,27,280,79,201
E02006714,16,28,42,14,28,33,19,14,197,61,136
E02006715,19,19,34,13,21,34,19,15,170,59,111
E02006716,14,19,28,9,19,21,9,12,160,48,112
E02006717,19,29,48,22,26,42,16,26,240,78,162
E02006718,14,29,66,28,38,64,26,38,373,119,254
E02006719,21,35,47,23,24,40,18,22,353,120,233
E02006720,13,34,54,28,26,41,11,30,246,90,156
E02006721,13,16,24,12,12,17,5,12,91,36,55
E02006722,4,7,11,1,10,12,5,7,53,10,43
E02006723,13,14,35,9,26,24,7,17,210,46,164
E02006724,13,15,15,5,10,13,3,10,107,27,80
E02006725,4,7,14,4,10,12,4,8,53,16,37
E02006726,9,17,17,4,13,17,7,10,109,31,78
E02006727,10,15,28,16,12,19,7,12,92,46,46
E02006728,14,19,54,17,37,43,17,26,242,62,180
E02006729,14,11,14,5,9,13,4,9,58,19,39
E02006730,5,8,7,3,4,17,12,5,45,13,32
E02006731,14,17,32,15,17,21,6,15,146,46,100
E02006732,20,12,18,8,10,35,15,20,115,41,74
E02006733,10,18,36,15,21,13,3,10,163,57,106
E02006734,15,32,39,11,28,42,13,29,299,86,213
E02006735,9,9,22,10,12,17,9,8,97,24,73
E02006736,0,7,12,9,3,7,3,4,31,8,23
E02006737,12,23,28,10,18,28,11,17,152,54,98
E02006738,11,13,30,13,17,24,7,17,92,27,65
E02006739,10,22,28,12,16,34,12,22,158,46,112
E02006740,5,13,26,8,18,17,8,9,144,41,103
E02006741,6,5,6,3,3,9,2,7,37,11,26
E02006742,19,25,33,13,20,39,13,26,215,66,149
E02006743,14,19,12,4,8,18,8,10,119,46,73
E02006744,5,6,28,10,18,15,6,9,152,41,111
E02006745,16,27,36,14,22,23,7,16,245,62,183
E02006746,12,27,38,17,21,33,18,15,171,46,125
E02006747,9,13,26,14,12,21,8,13,80,25,55
E02006748,18,13,42,20,22,27,6,21,195,64,131
E02006749,5,8,10,7,3,15,5,10,72,23,49
